Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
SRR11856162_1	3.0651807840549234	18.532733929909384
SRR11856162_2	1.577776027498238	17.68596514415534
SRR11856164_1	3.3839133574766374	26.23291081456598
SRR11856164_2	2.131164597882127	27.140626310856316
SRR11856165_1	5.369877753210192	34.311676436756365
SRR11856165_2	2.5691132836883703	34.74572548407093
SRR11856166_1	1.9997068594107326	46.17279451893505
SRR11856166_2	1.7918047230419625	48.44588317456817
